ts,src_ip,dst_ip,src_port,dst_port,protocol,size
1781214780.2,192.168.1.50,151.101.1.69,40630,443,TCP,103
1781214780.25,142.250.79.14,192.168.1.50,443,49213,TCP,1020
1781214780.3,192.168.1.50,151.101.1.69,63160,443,TCP,371
1781214780.35,13.226.2.10,192.168.1.50,443,44433,TCP,1404
1781214780.4,13.226.2.10,192.168.1.50,443,46657,TCP,1394
1781214780.45,104.18.32.7,192.168.1.50,443,48930,TCP,1241
1781214780.5,192.168.1.50,104.18.32.7,55258,443,TCP,299
1781214780.55,104.18.32.7,192.168.1.50,443,54025,TCP,1155
1781214780.55,192.168.1.50,8.8.8.8,43959,53,UDP,108
1781214780.57,8.8.8.8,192.168.1.50,53,60214,UDP,284
1781214780.6,13.226.2.10,192.168.1.50,443,64512,TCP,1137
1781214780.65,151.101.1.69,192.168.1.50,443,40649,TCP,1288
1781214780.7,13.226.2.10,192.168.1.50,443,50135,TCP,1228
1781214780.75,142.250.79.14,192.168.1.50,443,46362,TCP,873
1781214780.8,192.168.1.50,13.226.2.10,49255,443,TCP,281
1781214780.85,13.226.2.10,192.168.1.50,443,51952,TCP,1181
1781214780.9,192.168.1.50,13.226.2.10,64687,443,TCP,286
1781214780.95,142.250.79.14,192.168.1.50,443,57848,TCP,956
1781214781,192.168.1.50,151.101.1.69,54424,443,TCP,336
1781214781.05,151.101.1.69,192.168.1.50,443,42700,TCP,1141
1781214781.1,142.250.79.14,192.168.1.50,443,52942,TCP,1175
1781214781.15,151.101.1.69,192.168.1.50,443,62162,TCP,971
1781214781.2,104.18.32.7,192.168.1.50,443,48223,TCP,1155
1781214781.25,192.168.1.50,142.250.79.14,50840,443,TCP,335
1781214781.3,192.168.1.50,151.101.1.69,60077,443,TCP,376
1781214781.35,192.168.1.50,104.18.32.7,55818,443,TCP,390
1781214781.4,151.101.1.69,192.168.1.50,443,61464,TCP,1462
1781214781.45,142.250.79.14,192.168.1.50,443,51034,TCP,1172
1781214781.5,151.101.1.69,192.168.1.50,443,42686,TCP,838
1781214781.55,151.101.1.69,192.168.1.50,443,48965,TCP,1011
1781214781.6,192.168.1.50,104.18.32.7,62406,443,TCP,293
1781214781.65,104.18.32.7,192.168.1.50,443,41590,TCP,1352
1781214781.7,192.168.1.50,104.18.32.7,44405,443,TCP,259
1781214781.75,142.250.79.14,192.168.1.50,443,42575,TCP,1249
1781214781.8,142.250.79.14,192.168.1.50,443,40928,TCP,1019
1781214781.85,13.226.2.10,192.168.1.50,443,60661,TCP,1073
1781214781.9,142.250.79.14,192.168.1.50,443,51086,TCP,1153
1781214781.95,151.101.1.69,192.168.1.50,443,42185,TCP,1227
1781214782,142.250.79.14,192.168.1.50,443,64878,TCP,813
1781214782,192.168.1.50,8.8.8.8,55169,53,UDP,89
1781214782.02,8.8.8.8,192.168.1.50,53,45243,UDP,104
1781214782.05,104.18.32.7,192.168.1.50,443,48536,TCP,827
1781214782.1,192.168.1.50,142.250.79.14,63580,443,TCP,380
1781214782.15,192.168.1.50,142.250.79.14,55498,443,TCP,363
1781214782.2,192.168.1.50,13.226.2.10,59337,443,TCP,205
1781214782.25,192.168.1.50,104.18.32.7,64395,443,TCP,153
1781214782.3,13.226.2.10,192.168.1.50,443,57523,TCP,1312
1781214782.35,104.18.32.7,192.168.1.50,443,49418,TCP,945
1781214782.4,192.168.1.50,151.101.1.69,63867,443,TCP,155
1781214782.45,192.168.1.50,104.18.32.7,53500,443,TCP,290
1781214782.5,151.101.1.69,192.168.1.50,443,61046,TCP,918
1781214782.55,104.18.32.7,192.168.1.50,443,56759,TCP,1040
1781214782.6,13.226.2.10,192.168.1.50,443,64117,TCP,1298
1781214782.65,104.18.32.7,192.168.1.50,443,64151,TCP,1070
1781214782.7,13.226.2.10,192.168.1.50,443,52249,TCP,1298
1781214782.75,104.18.32.7,192.168.1.50,443,48997,TCP,1211
1781214782.8,192.168.1.50,142.250.79.14,41910,443,TCP,205
1781214782.8,192.168.1.50,8.8.8.8,43452,53,UDP,70
1781214782.82,8.8.8.8,192.168.1.50,53,63180,UDP,296
1781214782.85,192.168.1.50,13.226.2.10,54424,443,TCP,159
1781214782.9,13.226.2.10,192.168.1.50,443,54712,TCP,1064
1781214782.95,142.250.79.14,192.168.1.50,443,51558,TCP,966
1781214783,192.168.1.50,104.18.32.7,61747,443,TCP,98
1781214783.05,104.18.32.7,192.168.1.50,443,51361,TCP,815
1781214783.1,104.18.32.7,192.168.1.50,443,42106,TCP,1485
1781214783.15,192.168.1.50,104.18.32.7,48136,443,TCP,179
1781214783.2,142.250.79.14,192.168.1.50,443,40048,TCP,1062
1781214783.25,192.168.1.50,142.250.79.14,55147,443,TCP,215
1781214783.3,142.250.79.14,192.168.1.50,443,44783,TCP,1148
1781214783.35,192.168.1.50,151.101.1.69,63541,443,TCP,180
1781214783.4,142.250.79.14,192.168.1.50,443,44325,TCP,1050
1781214783.45,104.18.32.7,192.168.1.50,443,42690,TCP,1213
1781214783.5,192.168.1.50,104.18.32.7,52788,443,TCP,309
1781214783.55,13.226.2.10,192.168.1.50,443,40098,TCP,1164
1781214783.6,142.250.79.14,192.168.1.50,443,46732,TCP,1196
1781214783.65,192.168.1.50,151.101.1.69,62891,443,TCP,101
1781214783.7,151.101.1.69,192.168.1.50,443,53265,TCP,1268
1781214783.75,104.18.32.7,192.168.1.50,443,49578,TCP,819
1781214783.8,142.250.79.14,192.168.1.50,443,57185,TCP,1148
1781214783.85,142.250.79.14,192.168.1.50,443,59244,TCP,1196
1781214783.9,192.168.1.50,13.226.2.10,41909,443,TCP,287
1781214783.95,13.226.2.10,192.168.1.50,443,48636,TCP,869
1781214784,151.101.1.69,192.168.1.50,443,53228,TCP,1007
1781214784,192.168.1.50,8.8.8.8,,,ICMP,84
1781214784.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214784.05,13.226.2.10,192.168.1.50,443,41714,TCP,1312
1781214784.1,192.168.1.50,142.250.79.14,51014,443,TCP,176
1781214784.15,104.18.32.7,192.168.1.50,443,44758,TCP,1208
1781214784.2,13.226.2.10,192.168.1.50,443,46639,TCP,1134
1781214784.25,192.168.1.50,151.101.1.69,47989,443,TCP,217
1781214784.3,142.250.79.14,192.168.1.50,443,62552,TCP,1246
1781214784.35,142.250.79.14,192.168.1.50,443,48024,TCP,1245
1781214784.4,13.226.2.10,192.168.1.50,443,63710,TCP,1198
1781214784.45,151.101.1.69,192.168.1.50,443,56016,TCP,1201
1781214784.5,142.250.79.14,192.168.1.50,443,42267,TCP,1455
1781214784.5,192.168.1.50,8.8.8.8,53939,53,UDP,67
1781214784.52,8.8.8.8,192.168.1.50,53,40272,UDP,293
1781214784.55,192.168.1.50,13.226.2.10,64752,443,TCP,134
1781214784.6,142.250.79.14,192.168.1.50,443,57692,TCP,1014
1781214784.65,151.101.1.69,192.168.1.50,443,52252,TCP,1421
1781214784.7,104.18.32.7,192.168.1.50,443,60668,TCP,1254
1781214784.75,13.226.2.10,192.168.1.50,443,51872,TCP,923
1781214784.8,13.226.2.10,192.168.1.50,443,56192,TCP,1452
1781214784.85,13.226.2.10,192.168.1.50,443,47578,TCP,1463
1781214784.9,13.226.2.10,192.168.1.50,443,43724,TCP,1117
1781214784.95,104.18.32.7,192.168.1.50,443,42835,TCP,1353
1781214784.95,192.168.1.50,8.8.8.8,51172,53,UDP,85
1781214784.97,8.8.8.8,192.168.1.50,53,55568,UDP,140
1781214785,142.250.79.14,192.168.1.50,443,51764,TCP,892
1781214785.05,192.168.1.50,151.101.1.69,40920,443,TCP,251
1781214785.1,151.101.1.69,192.168.1.50,443,58549,TCP,984
1781214785.15,104.18.32.7,192.168.1.50,443,55955,TCP,1156
1781214785.2,192.168.1.50,151.101.1.69,43021,443,TCP,316
1781214785.25,142.250.79.14,192.168.1.50,443,41286,TCP,1152
1781214785.3,151.101.1.69,192.168.1.50,443,53755,TCP,1013
1781214785.35,104.18.32.7,192.168.1.50,443,45753,TCP,1128
1781214785.4,192.168.1.50,13.226.2.10,47340,443,TCP,178
1781214785.45,192.168.1.50,13.226.2.10,64889,443,TCP,88
1781214785.45,192.168.1.50,8.8.8.8,62463,53,UDP,80
1781214785.47,8.8.8.8,192.168.1.50,53,45714,UDP,213
1781214785.5,13.226.2.10,192.168.1.50,443,43853,TCP,1118
1781214785.55,142.250.79.14,192.168.1.50,443,52759,TCP,1468
1781214785.6,192.168.1.50,142.250.79.14,51414,443,TCP,138
1781214785.65,192.168.1.50,104.18.32.7,59764,443,TCP,262
1781214785.7,104.18.32.7,192.168.1.50,443,60561,TCP,1218
1781214785.75,192.168.1.50,13.226.2.10,62749,443,TCP,364
1781214785.8,192.168.1.50,13.226.2.10,61304,443,TCP,153
1781214785.85,192.168.1.50,151.101.1.69,51804,443,TCP,128
1781214785.9,192.168.1.50,151.101.1.69,40299,443,TCP,350
1781214785.95,192.168.1.50,151.101.1.69,51993,443,TCP,254
1781214786,13.226.2.10,192.168.1.50,443,44979,TCP,1314
1781214786.25,192.168.1.50,104.18.32.7,45970,8656,TCP,276
1781214786.45,142.250.79.14,192.168.1.50,443,57003,TCP,826
1781214786.55,104.18.32.7,192.168.1.50,443,55321,TCP,959
1781214786.8,142.250.79.14,192.168.1.50,443,61711,TCP,1052
1781214787.2,142.250.79.14,192.168.1.50,443,53219,TCP,1425
1781214787.25,142.250.79.14,192.168.1.50,443,52467,TCP,889
1781214787.6,104.18.32.7,192.168.1.50,443,48605,TCP,1316
1781214788.4,192.168.1.50,151.101.1.69,49993,443,TCP,210
1781214788.75,13.226.2.10,192.168.1.50,443,46307,TCP,1333
1781214788.8,142.250.79.14,192.168.1.50,443,49180,TCP,1075
1781214788.8,104.18.32.7,192.168.1.50,12165,13659,UDP,328
1781214788.85,142.250.79.14,192.168.1.50,443,52223,TCP,1212
1781214789.15,13.226.2.10,192.168.1.50,443,51824,TCP,1415
1781214789.35,104.18.32.7,192.168.1.50,443,40053,TCP,812
1781214789.35,192.168.1.50,13.226.2.10,54259,3278,TCP,805
1781214789.4,104.18.32.7,192.168.1.50,443,60306,TCP,1425
1781214789.45,151.101.1.69,192.168.1.50,443,46702,TCP,1465
1781214789.7,192.168.1.50,104.18.32.7,47333,443,TCP,398
1781214790,142.250.79.14,192.168.1.50,443,42961,TCP,1102
1781214790,192.168.1.50,8.8.8.8,,,ICMP,84
1781214790.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214790.1,142.250.79.14,192.168.1.50,443,61888,TCP,815
1781214790.35,192.168.1.50,142.250.79.14,55605,5164,TCP,193
1781214790.45,192.168.1.50,142.250.79.14,46054,8278,TCP,215
1781214790.5,192.168.1.50,151.101.1.69,45566,443,TCP,222
1781214790.85,192.168.1.50,8.8.8.8,54339,53,UDP,93
1781214790.87,8.8.8.8,192.168.1.50,53,40221,UDP,122
1781214790.9,151.101.1.69,192.168.1.50,443,54833,TCP,1073
1781214790.95,104.18.32.7,192.168.1.50,443,58263,TCP,899
1781214791,192.168.1.50,13.226.2.10,49541,80,TCP,753
1781214791,192.168.1.50,192.168.1.1,,,ARP,42
1781214791.1,192.168.1.50,8.8.8.8,40528,53,UDP,72
1781214791.12,8.8.8.8,192.168.1.50,53,49546,UDP,164
1781214791.3,192.168.1.50,104.18.32.7,50205,443,TCP,338
1781214791.35,192.168.1.50,151.101.1.69,40980,443,TCP,179
1781214791.5,142.250.79.14,192.168.1.50,443,58291,TCP,1272
1781214791.55,142.250.79.14,192.168.1.50,443,42335,TCP,1326
1781214792.1,142.250.79.14,192.168.1.50,443,61012,TCP,1280
1781214792.35,151.101.1.69,192.168.1.50,443,49456,TCP,926
1781214792.4,192.168.1.50,104.18.32.7,45291,443,TCP,369
1781214792.6,142.250.79.14,192.168.1.50,443,63978,TCP,943
1781214792.7,142.250.79.14,192.168.1.50,443,52489,TCP,806
1781214792.8,192.168.1.50,8.8.8.8,45661,53,UDP,106
1781214792.82,8.8.8.8,192.168.1.50,53,55837,UDP,131
1781214792.95,192.168.1.50,142.250.79.14,64927,443,TCP,261
1781214793.1,104.18.32.7,192.168.1.50,443,52204,TCP,1469
1781214793.25,151.101.1.69,192.168.1.50,443,59588,TCP,1151
1781214793.5,192.168.1.50,104.18.32.7,55510,443,TCP,164
1781214793.6,142.250.79.14,192.168.1.50,443,54890,TCP,1267
1781214793.75,192.168.1.50,104.18.32.7,56918,443,TCP,146
1781214793.85,192.168.1.50,151.101.1.69,44454,4800,TCP,338
1781214793.9,151.101.1.69,192.168.1.50,24329,14377,UDP,478
1781214794,192.168.1.50,13.226.2.10,62106,443,TCP,168
1781214794.05,192.168.1.50,151.101.1.69,52446,443,TCP,240
1781214794.1,192.168.1.50,104.18.32.7,46949,443,TCP,169
1781214794.15,192.168.1.50,104.18.32.7,44489,443,TCP,400
1781214794.15,192.168.1.50,104.18.32.7,42710,7681,TCP,221
1781214794.2,104.18.32.7,192.168.1.50,443,49269,TCP,911
1781214794.25,104.18.32.7,192.168.1.50,443,63743,TCP,1352
1781214794.3,192.168.1.50,13.226.2.10,43092,443,TCP,232
1781214794.3,104.18.32.7,192.168.1.50,11659,13774,UDP,139
1781214794.4,104.18.32.7,192.168.1.50,443,52796,TCP,1438
1781214794.45,192.168.1.50,142.250.79.14,43759,443,TCP,142
1781214794.5,192.168.1.50,8.8.8.8,45500,53,UDP,68
1781214794.52,8.8.8.8,192.168.1.50,53,63852,UDP,337
1781214794.65,192.168.1.50,142.250.79.14,64336,443,TCP,154
1781214794.7,192.168.1.50,151.101.1.69,43287,443,TCP,209
1781214795,142.250.79.14,192.168.1.50,443,44007,TCP,996
1781214795.35,13.226.2.10,192.168.1.50,443,50109,TCP,1014
1781214795.45,192.168.1.50,8.8.8.8,42577,53,UDP,62
1781214795.47,8.8.8.8,192.168.1.50,53,48006,UDP,335
1781214795.65,13.226.2.10,192.168.1.50,443,52897,TCP,1146
1781214795.8,192.168.1.50,104.18.32.7,51579,443,TCP,277
1781214796,192.168.1.50,8.8.8.8,,,ICMP,84
1781214796.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214796.15,151.101.1.69,192.168.1.50,443,64304,UDP,987
1781214796.25,192.168.1.50,142.250.79.14,56778,443,TCP,355
1781214796.25,192.168.1.50,8.8.8.8,49339,53,UDP,117
1781214796.27,8.8.8.8,192.168.1.50,53,58444,UDP,293
1781214796.65,192.168.1.50,104.18.32.7,54129,443,TCP,316
1781214796.65,104.18.32.7,192.168.1.50,443,63792,UDP,1036
1781214796.8,104.18.32.7,192.168.1.50,443,48257,UDP,925
1781214796.8,142.250.79.14,192.168.1.50,21893,23651,UDP,128
1781214796.9,151.101.1.69,192.168.1.50,443,57005,UDP,939
1781214797.05,104.18.32.7,192.168.1.50,443,63130,UDP,928
1781214797.1,13.226.2.10,192.168.1.50,443,50976,UDP,1257
1781214797.15,13.226.2.10,192.168.1.50,443,55089,UDP,1093
1781214797.3,192.168.1.50,13.226.2.10,58477,443,TCP,125
1781214797.4,13.226.2.10,192.168.1.50,443,45213,UDP,926
1781214797.4,104.18.32.7,192.168.1.50,10665,29690,UDP,451
1781214797.65,104.18.32.7,192.168.1.50,443,60016,UDP,1022
1781214797.7,142.250.79.14,192.168.1.50,443,64475,TCP,1139
1781214797.7,142.250.79.14,192.168.1.50,443,41760,UDP,1386
1781214797.75,151.101.1.69,192.168.1.50,443,49546,TCP,1240
1781214797.75,142.250.79.14,192.168.1.50,443,42585,UDP,972
1781214797.85,192.168.1.50,13.226.2.10,59115,443,TCP,215
1781214797.95,151.101.1.69,192.168.1.50,443,53843,UDP,1223
1781214798,104.18.32.7,192.168.1.50,443,55585,TCP,1117
1781214798.05,104.18.32.7,192.168.1.50,443,64278,UDP,1225
1781214798.1,192.168.1.50,151.101.1.69,43610,443,TCP,171
1781214798.1,104.18.32.7,192.168.1.50,443,47456,UDP,1335
1781214798.15,142.250.79.14,192.168.1.50,443,47234,UDP,1026
1781214798.45,142.250.79.14,192.168.1.50,443,45688,TCP,1090
1781214798.45,142.250.79.14,192.168.1.50,443,52391,UDP,1326
1781214798.65,13.226.2.10,192.168.1.50,443,53344,TCP,851
1781214798.65,142.250.79.14,192.168.1.50,443,62007,UDP,1366
1781214798.7,192.168.1.50,8.8.8.8,45732,53,UDP,72
1781214798.72,8.8.8.8,192.168.1.50,53,61347,UDP,307
1781214798.85,104.18.32.7,192.168.1.50,443,41198,TCP,1425
1781214798.85,142.250.79.14,192.168.1.50,443,61603,UDP,1220
1781214798.9,151.101.1.69,192.168.1.50,443,42311,UDP,1048
1781214799.05,13.226.2.10,192.168.1.50,443,48662,UDP,1030
1781214799.1,192.168.1.50,104.18.32.7,49464,443,TCP,378
1781214799.1,151.101.1.69,192.168.1.50,443,48988,UDP,1098
1781214799.1,192.168.1.50,104.18.32.7,47767,5712,TCP,155
1781214799.15,142.250.79.14,192.168.1.50,443,63493,TCP,1454
1781214799.15,104.18.32.7,192.168.1.50,443,57324,UDP,1352
1781214799.25,142.250.79.14,192.168.1.50,443,48799,UDP,926
1781214799.3,192.168.1.50,13.226.2.10,51118,6975,TCP,520
1781214799.35,104.18.32.7,192.168.1.50,443,52119,UDP,1347
1781214799.4,142.250.79.14,192.168.1.50,443,48426,UDP,989
1781214799.55,142.250.79.14,192.168.1.50,443,55582,TCP,1343
1781214799.6,13.226.2.10,192.168.1.50,443,63633,UDP,1354
1781214799.7,151.101.1.69,192.168.1.50,443,50707,UDP,1121
1781214799.85,13.226.2.10,192.168.1.50,443,43042,UDP,1004
1781214799.9,142.250.79.14,192.168.1.50,443,54440,UDP,1166
1781214800,142.250.79.14,192.168.1.50,443,46682,TCP,1315
1781214800.05,104.18.32.7,192.168.1.50,443,43324,UDP,1303
1781214800.1,151.101.1.69,192.168.1.50,443,51093,UDP,1142
1781214800.2,151.101.1.69,192.168.1.50,443,62670,UDP,948
1781214800.3,151.101.1.69,192.168.1.50,443,43935,TCP,936
1781214800.3,104.18.32.7,192.168.1.50,443,52510,UDP,1074
1781214800.45,192.168.1.50,151.101.1.69,44436,443,TCP,339
1781214800.45,104.18.32.7,192.168.1.50,443,45934,UDP,1380
1781214800.6,13.226.2.10,192.168.1.50,443,52953,UDP,1298
1781214800.65,104.18.32.7,192.168.1.50,443,50547,UDP,1133
1781214800.75,13.226.2.10,192.168.1.50,443,57309,UDP,1337
1781214800.9,151.101.1.69,192.168.1.50,443,58402,TCP,882
1781214800.9,142.250.79.14,192.168.1.50,443,40599,UDP,952
1781214801.1,142.250.79.14,192.168.1.50,443,58604,TCP,1461
1781214801.15,151.101.1.69,192.168.1.50,443,53294,TCP,832
1781214801.2,104.18.32.7,192.168.1.50,443,57627,UDP,1291
1781214801.6,13.226.2.10,192.168.1.50,443,49720,TCP,1378
1781214801.7,13.226.2.10,192.168.1.50,443,53698,TCP,881
1781214801.75,142.250.79.14,192.168.1.50,443,61772,UDP,1106
1781214801.8,104.18.32.7,192.168.1.50,443,51524,UDP,963
1781214801.85,151.101.1.69,192.168.1.50,443,46261,UDP,1014
1781214801.95,104.18.32.7,192.168.1.50,443,51616,UDP,1281
1781214802,192.168.1.50,8.8.8.8,,,ICMP,84
1781214802.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214802.05,104.18.32.7,192.168.1.50,443,52507,TCP,1434
1781214802.05,13.226.2.10,192.168.1.50,443,51412,UDP,1085
1781214802.1,13.226.2.10,192.168.1.50,443,43270,UDP,1157
1781214802.15,104.18.32.7,192.168.1.50,443,46704,TCP,1351
1781214802.15,104.18.32.7,192.168.1.50,443,61835,UDP,1272
1781214802.3,142.250.79.14,192.168.1.50,443,45802,UDP,1240
1781214802.35,104.18.32.7,192.168.1.50,443,41520,UDP,1319
1781214802.55,13.226.2.10,192.168.1.50,443,61171,UDP,1294
1781214802.65,142.250.79.14,192.168.1.50,443,44841,UDP,1137
1781214802.85,142.250.79.14,192.168.1.50,443,43538,UDP,936
1781214802.9,104.18.32.7,192.168.1.50,443,52633,UDP,1178
1781214802.95,151.101.1.69,192.168.1.50,443,49180,UDP,1299
1781214803,104.18.32.7,192.168.1.50,443,59342,UDP,1056
1781214803.1,142.250.79.14,192.168.1.50,443,61166,TCP,1030
1781214803.1,13.226.2.10,192.168.1.50,443,54230,UDP,1012
1781214803.15,192.168.1.50,104.18.32.7,58549,443,TCP,167
1781214803.2,142.250.79.14,192.168.1.50,443,46951,TCP,1111
1781214803.3,13.226.2.10,192.168.1.50,13606,14780,UDP,499
1781214803.4,13.226.2.10,192.168.1.50,443,41467,UDP,1082
1781214803.45,151.101.1.69,192.168.1.50,443,44771,UDP,1141
1781214803.55,192.168.1.50,8.8.8.8,47046,53,UDP,96
1781214803.55,192.168.1.50,104.18.32.7,54605,80,TCP,717
1781214803.57,8.8.8.8,192.168.1.50,53,48164,UDP,115
1781214803.65,13.226.2.10,192.168.1.50,443,47292,UDP,1231
1781214803.7,151.101.1.69,192.168.1.50,443,63786,TCP,1170
1781214803.85,104.18.32.7,192.168.1.50,443,57100,UDP,1296
1781214803.9,151.101.1.69,192.168.1.50,443,40456,UDP,932
1781214803.95,151.101.1.69,192.168.1.50,443,62100,UDP,1196
1781214803.95,192.168.1.50,8.8.8.8,63607,53,UDP,95
1781214803.97,8.8.8.8,192.168.1.50,53,45532,UDP,224
1781214804,13.226.2.10,192.168.1.50,443,61436,TCP,1425
1781214804,142.250.79.14,192.168.1.50,443,44213,UDP,1132
1781214804.05,192.168.1.50,151.101.1.69,57264,8774,TCP,497
1781214804.1,142.250.79.14,192.168.1.50,443,52291,UDP,991
1781214804.2,142.250.79.14,192.168.1.50,443,63726,UDP,984
1781214804.3,142.250.79.14,192.168.1.50,443,51627,TCP,1408
1781214804.3,13.226.2.10,192.168.1.50,443,57812,UDP,1203
1781214804.4,104.18.32.7,192.168.1.50,443,47022,UDP,1282
1781214804.45,192.168.1.50,13.226.2.10,56170,443,TCP,216
1781214804.45,13.226.2.10,192.168.1.50,443,40801,UDP,1095
1781214804.5,151.101.1.69,192.168.1.50,443,56043,TCP,1476
1781214804.5,13.226.2.10,192.168.1.50,443,59889,UDP,1178
1781214804.6,13.226.2.10,192.168.1.50,443,50405,UDP,1179
1781214804.75,192.168.1.50,142.250.79.14,51306,443,TCP,324
1781214804.75,142.250.79.14,192.168.1.50,443,42326,UDP,1255
1781214804.75,192.168.1.50,8.8.8.8,53422,53,UDP,88
1781214804.77,8.8.8.8,192.168.1.50,53,43850,UDP,224
1781214804.8,13.226.2.10,192.168.1.50,443,47019,UDP,1254
1781214804.9,142.250.79.14,192.168.1.50,443,44520,TCP,1429
1781214804.9,142.250.79.14,192.168.1.50,443,40630,UDP,1173
1781214805,142.250.79.14,192.168.1.50,443,42159,UDP,1201
1781214805.1,151.101.1.69,192.168.1.50,443,57416,UDP,1306
1781214805.2,192.168.1.50,13.226.2.10,55273,443,TCP,271
1781214805.25,142.250.79.14,192.168.1.50,443,53500,UDP,1324
1781214805.25,192.168.1.50,8.8.8.8,49092,53,UDP,76
1781214805.27,8.8.8.8,192.168.1.50,53,53044,UDP,141
1781214805.35,142.250.79.14,192.168.1.50,443,63524,UDP,957
1781214805.4,192.168.1.50,151.101.1.69,53777,443,TCP,303
1781214805.5,142.250.79.14,192.168.1.50,443,47974,UDP,1182
1781214805.6,151.101.1.69,192.168.1.50,443,59146,TCP,1291
1781214805.6,151.101.1.69,192.168.1.50,443,62469,UDP,1274
1781214805.65,192.168.1.50,13.226.2.10,55962,443,TCP,214
1781214805.7,192.168.1.50,142.250.79.14,63633,443,TCP,185
1781214805.75,192.168.1.50,8.8.8.8,54859,53,UDP,74
1781214805.77,8.8.8.8,192.168.1.50,53,58797,UDP,241
1781214805.95,151.101.1.69,192.168.1.50,443,49422,UDP,931
1781214806,151.101.1.69,192.168.1.50,443,41926,UDP,1103
1781214806.1,151.101.1.69,192.168.1.50,443,55750,TCP,1055
1781214806.15,151.101.1.69,192.168.1.50,443,64514,UDP,1192
1781214806.25,142.250.79.14,192.168.1.50,443,51061,UDP,1369
1781214806.3,13.226.2.10,192.168.1.50,443,45887,UDP,1147
1781214806.35,142.250.79.14,192.168.1.50,443,53443,TCP,865
1781214806.4,104.18.32.7,192.168.1.50,443,60709,UDP,995
1781214806.45,13.226.2.10,192.168.1.50,443,49387,UDP,1322
1781214806.5,142.250.79.14,192.168.1.50,443,42651,UDP,1110
1781214806.6,104.18.32.7,192.168.1.50,443,53023,UDP,1184
1781214806.75,104.18.32.7,192.168.1.50,443,52506,TCP,1447
1781214806.75,104.18.32.7,192.168.1.50,443,59840,UDP,1325
1781214806.85,104.18.32.7,192.168.1.50,443,44033,UDP,1050
1781214806.95,13.226.2.10,192.168.1.50,443,52416,TCP,967
1781214806.95,192.168.1.50,203.0.113.9,53772,22,TCP,114
1781214807,192.168.1.50,104.18.32.7,59672,443,TCP,339
1781214807,104.18.32.7,192.168.1.50,443,57937,UDP,1338
1781214807.05,104.18.32.7,192.168.1.50,443,62584,UDP,1309
1781214807.1,192.168.1.50,203.0.113.9,62278,22,TCP,102
1781214807.3,192.168.1.50,142.250.79.14,54725,443,TCP,129
1781214807.35,151.101.1.69,192.168.1.50,443,58047,UDP,1025
1781214807.4,192.168.1.50,151.101.1.69,53684,443,TCP,378
1781214807.45,192.168.1.50,8.8.8.8,63451,53,UDP,70
1781214807.47,8.8.8.8,192.168.1.50,53,50965,UDP,210
1781214807.5,192.168.1.50,203.0.113.9,55563,22,TCP,127
1781214807.55,192.168.1.50,8.8.8.8,48029,53,UDP,60
1781214807.57,8.8.8.8,192.168.1.50,53,60137,UDP,252
1781214807.6,151.101.1.69,192.168.1.50,443,57296,UDP,1010
1781214807.65,104.18.32.7,192.168.1.50,443,46460,TCP,1453
1781214807.7,151.101.1.69,192.168.1.50,443,58039,UDP,1238
1781214807.8,104.18.32.7,192.168.1.50,443,62213,TCP,1299
1781214807.9,104.18.32.7,192.168.1.50,443,43575,UDP,1324
1781214807.9,192.168.1.50,8.8.8.8,55109,53,UDP,73
1781214807.92,8.8.8.8,192.168.1.50,53,47447,UDP,266
1781214808,192.168.1.50,8.8.8.8,,,ICMP,84
1781214808.03,8.8.8.8,192.168.1.50,,,ICMP,84
1781214808.1,192.168.1.50,8.8.8.8,57262,53,UDP,61
1781214808.12,8.8.8.8,192.168.1.50,53,60792,UDP,282
1781214808.3,151.101.1.69,192.168.1.50,443,63274,TCP,1490
1781214808.3,13.226.2.10,192.168.1.50,443,49008,UDP,1031
1781214808.4,192.168.1.50,142.250.79.14,53286,443,TCP,289
1781214808.45,151.101.1.69,192.168.1.50,443,47701,UDP,994
1781214808.5,104.18.32.7,192.168.1.50,443,46470,UDP,1344
1781214808.6,142.250.79.14,192.168.1.50,443,52911,UDP,993
1781214808.6,192.168.1.50,142.250.79.14,64021,80,TCP,305
1781214808.6,192.168.1.50,203.0.113.9,63251,22,TCP,198
1781214808.7,104.18.32.7,192.168.1.50,443,47673,TCP,1169
1781214808.7,151.101.1.69,192.168.1.50,443,47359,UDP,1393
1781214808.8,104.18.32.7,192.168.1.50,443,64572,UDP,1016
1781214808.85,151.101.1.69,192.168.1.50,29563,11488,UDP,499
1781214808.9,192.168.1.50,203.0.113.9,52082,22,TCP,241
1781214808.95,192.168.1.50,13.226.2.10,53719,443,TCP,108
1781214809.1,104.18.32.7,192.168.1.50,443,42195,UDP,913
1781214809.15,151.101.1.69,192.168.1.50,443,57004,UDP,1394
1781214809.25,142.250.79.14,192.168.1.50,443,48357,UDP,1166
1781214809.3,151.101.1.69,192.168.1.50,443,50037,TCP,938
1781214809.3,104.18.32.7,192.168.1.50,443,44785,UDP,1017
1781214809.3,192.168.1.50,203.0.113.9,43678,22,TCP,151
1781214809.35,13.226.2.10,192.168.1.50,443,63947,TCP,1494
